job_title,soft_skills,technical_skills
Project Manager Intern,"['professional', 'public', 'english', 'environmental', 'epidemic', 'epidemiologic']",[]
Project Manager for the Division of Housing Incentives in the Office of Development,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Project Manager for the Division of Special Needs Housing,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Project Manager for the Division of Tenant Resources,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
"Project Manager, Agency Planning & Implementation - Infrastructure","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
"Project Manager, Agency Planning & Implementation-Education","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
"Project Manager, Agency Planning and Implementation-Community Services","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
"Project Manager, Capital Implementation","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
"Project Manager, Custom Lighting","['architectural', 'equivalent', 'additional', 'accredited', 'complex', 'high']",[]
"Project Manager, Innovative Technologies","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Project Manager/Multifamily Preservation Finance Programs for the Division of Preservation Finance,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Project/Construction Manager,"['architectural', 'equivalent', 'additional', 'accredited', 'complex', 'high']",[]
Property Clerk - 	Property Release Unit/Operations,"['understand', 'understood', 'simple', 'english', 'formal', 'able']",[]
Prosecuting Attorney,"['united', 'legal', 'subsequent', 'comparable', 'related', 'iii']",[]
Prosecution Call Center Agent,"['full', 'high', 'equivalent', 'educational', 'eligible', 'iii']",['database']
Psychologist,"['license', 'professional', 'executive', 'administrative', 'managerial', 'valid']",[]
Psychologist (Part-Time),"['clinical', 'psychologist', 'doctoral', 'mental', 'psychological', 'full']",[]
"Psychologist, Level II","['clinical', 'psychologist', 'doctoral', 'mental', 'psychological', 'full']",[]
Public Health Adviser,"['full', 'equivalent', 'additional', 'educational', 'high', 'promotion']",['data']
Public Health Advisor,"['full', 'equivalent', 'additional', 'educational', 'high', 'promotion']",['data']
"Public Health Advisor II, Bureau of Public Health Clinics","['full', 'equivalent', 'additional', 'educational', 'high', 'promotion']",['data']
"Public Health Advisor, Bureau of Hepatitis, HIV and STI","['full', 'equivalent', 'additional', 'educational', 'high', 'promotion']",['data']
"Public Health Advisor, Bureau of Hepatitis, HIV, and Sexually Transmitted Infections (BHHS)","['full', 'equivalent', 'additional', 'educational', 'high', 'promotion']",['data']
"Public Health Advisor, Bureau of Public Health Clinics","['full', 'equivalent', 'additional', 'educational', 'high', 'promotion']",['data']
"Public Health Advisor, Bureau of STD Prevention and Control","['full', 'equivalent', 'additional', 'educational', 'high', 'promotion']",['data']
"Public Health Advisor, Bureau of Sexually Transmitted Diseases Prevention and Control","['full', 'equivalent', 'additional', 'educational', 'high', 'promotion']",['data']
"Public Health Advisor, Bureau of Tuberculosis Control","['full', 'equivalent', 'additional', 'educational', 'high', 'promotion']",['data']
"Public Health Assistant, Bureau of School Health/SH Nursing Services & Prof Dev","['high', 'equivalent', 'related', 'diploma', 'educational', 'clerical']",[]
"Public Health Engineering Director, Bureau of Environmental Sciences and Engineering","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Public Health Inspector,"['public', 'medical', 'essential', 'biological', 'applied', 'physical']",[]
"Public Health Inspector, Bureau of Child Care","['public', 'medical', 'essential', 'biological', 'applied', 'physical']",[]
"Public Health Inspector, Bureau of Food Safety and Community Sanitation (BFSCS)","['public', 'medical', 'essential', 'biological', 'applied', 'physical']",[]
"Public Health Inspector, Food Safety and Community Sanitation","['public', 'medical', 'essential', 'biological', 'applied', 'physical']",[]
Public Health Nurse (School Health),"['special', 'requirement', 'individual', 'meet', 'current', 'professional']",[]
"Public Health Nurse III / Communicable Disease Liaison, Bureau of School Health","['nurse', 'assignment', 'public', 'medical', 'essential', 'appropriate']",[]
"Public Health Nurse, Bureau of School Health","['special', 'requirement', 'individual', 'meet', 'current', 'professional']",[]
Public Health Sanitarian,"['public', 'medical', 'essential', 'biological', 'applied', 'physical']",[]
Public Information Specialist,"['public', 'advertising', 'assignment', 'degree', 'full', 'baccalaureate']",[]
Public Markets Analyst (Investment Operations Support),"['full', 'high', 'financial', 'educational', 'equivalent', 'english']",['analysis']
Public Realm Planner,"['requirement', 'professional', 'individual', 'additional', 'urban', 'iv']",[]
Public Space Equity Program Manager,"['requirement', 'professional', 'individual', 'additional', 'urban', 'iv']",[]
Purchasing Agent,"['equivalent', 'educational', 'high', 'library', 'full', 'associate']",[]
QI Residential Facilitator,"['social', 'valid', 'clinical', 'probationary', 'obtained', 'substantial']",[]
QUALITY ASSURANCE COORDINATOR,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
QUALITY CONTROL CASE REVIEWER,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
QUALITY MANAGEMENT COORDINATOR,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
QUEENS BOROUGH OFFICE SUMMER COLLEGE INTERN,"['recent', 'interne', 'prospective', 'valid', 'enhancement', 'english']",[]
QUEENS COMMUNITY PLANNER,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
"Qualitative Research Associate, Bureau of Alcohol and Drug Use, Prevention, Care, and Treatment","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Quality Assurance Analyst,"['technical', 'equivalent', 'high', 'scientific', 'degree', 'sixty']",['programming']
Quality Assurance Auditor,"['civil', 'baccalaureate', 'full', 'equal', 'english', 'equivalent']",[]
Quality Assurance Inspector,"['full', 'equivalent', 'high', 'educational', 'associate', 'expertise']",[]
Quality Assurance Specialist,"['equivalent', 'full', 'high', 'educational', 'combination', 'related']",[]
Quality Assurance Specialist for the Division of Tenant Resources,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Quality Assurance Supervisor,"['social', 'degree', 'early', 'anthropology', 'human', 'subject']",[]
"Quality and Performance Improvement Specialist, Bureau of Clinical Quality Management and Improvement (BQCMI)","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
RAR CLIENT ADVOCATE,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
RECEPTIONIST,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
RECRUITER,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
REGIONAL MANAGER,"['equivalent', 'eighteen', 'managerial', 'educational', 'full', 'high']",[]
REGIONAL PLANNER,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
REGULATORY COUNSEL,"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
RESEARCH ANALYST,"['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
RESEARCH SCIENTIST,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
RESEARCHER AND FOIL eDISCOVERY SPECIALIST,"['secretarial', 'full', 'professional', 'legal', 'equivalent', 'general']",[]
RESIDENT BUILDING SUPERINTENDENT,"['responsible', 'higher', 'high', 'supervisory', 'tenanted', 'large']",[]
RESIDENT BUILDING SUPERINTENDENT (HA),"['responsible', 'higher', 'high', 'supervisory', 'tenanted', 'large']",[]
RESIDENT RELOCATION ASSOCIATE/INTAKE SPECIALIST,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
RESIDENT RELOCATION SERVICES COMMUNITY COORDINATOR,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
RESOURCE LIAISON,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
RESOURCE SPECIALIST,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
REVENUE ANALYST,"['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
RMAS Arts Project Coordinator,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
RMAS Education Specialist,"['assignment', 'additional', 'iii', 'public', 'full', 'related']",[]
RMAS Legal Coordinator,"['full', 'legal', 'paralegal', 'american', 'ex', 'federal']",[]
RMAS Program Counselor,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
RMAS Social Worker,"['license', 'social', 'lcsw', 'terminated', 'authorized', 'duration']",[]
"ROSS ZONE COORDINATOR, EAST HARLEM","['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
"Radiation Emergency Response Specialist, Bureau of Environmental Sciences and Engineering","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Records Access Officer,"['legal', 'administrative', 'subsequent', 'responsible', 'full', 'significant']",[]
Records Analyst,"['archival', 'library', 'political', 'professional', 'full', 'equivalent']",[]
Records Associate (Per Diem),"['equivalent', 'educational', 'high', 'library', 'full', 'associate']",[]
Records Management Officer,"['degree', 'supervisory', 'american', 'incumbent', 'professional', 'full']",[]
Records Manager,"['consultative', 'supervisory', 'library', 'administrative', 'managerial', 'related']",[]
Records Retention Officer for the Division of Strategic Operations and Analytics,"['degree', 'supervisory', 'american', 'incumbent', 'professional', 'full']",[]
Recoupment Specialist,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
Recoupment Specialist (Per Diem),"['educational', 'high', 'personal', 'full', 'baccalaureate', 'associate']",[]
Recreation Director,"['physical', 'accredited', 'equivalent', 'full', 'high', 'educational']",[]
Recreation Program Director,"['physical', 'accredited', 'equivalent', 'full', 'high', 'educational']",[]
Recruitment Specialist,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Referral Coordinator,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
Refund Unit Clerk,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
Region Supervisor,"['managerial', 'administrative', 'high', 'valid', 'large', 'educational']",[]
Registration Analyst,"['administrative', 'full', 'responsible', 'degree', 'high', 'public']",['analysis']
Rent Increase Specialist for the Division of Tenant Resources,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Research Analyst,"['appropriate', 'university', 'public', 'professional', 'environmental', 'physical']",['analysis']
"Research Analyst, Bureau of Mental Health","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Research Scientist,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
"Researcher/Data Analyst, Bureau of Mental Health","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Resident Buildings Superintendent (HA),"['responsible', 'higher', 'high', 'supervisory', 'tenanted', 'large']",[]
Resident Communications Associate,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Revenue Support Specialist,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
Risk Analyst,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
Risk Management Program (RMP) Compliance Coordinator,"['biological', 'physical', 'public', 'full', 'environmental', 'nycrr']",[]
Risk Officer (Asset Management),"['english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological', 'equal']",[]
SCADA Development Section Chief,"['accredited', 'professional', 'full', 'regional', 'national', 'task']",['analysis']
SCANNING ASSOCIATE,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
SECTION MANAGER,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
SENIOR ADVISOR TO THE CHIEF EXTERNAL AFFAIRS OFFICER,"['professional', 'economic', 'public', 'fiscal', 'administrative', 'supervisory']",['analysis']
SENIOR ADVISOR TO THE CPAO,"['professional', 'economic', 'public', 'fiscal', 'administrative', 'supervisory']",['analysis']
SENIOR ATTORNEY,"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
SENIOR BUILDING CUSTODIAN,"['full', 'iv', 'environmental', 'epidemic', 'epidemiological', 'equal']",[]
SENIOR BUSINESS ANALYST,"['related', 'full', 'baccalaureate', 'equivalent', 'relevant', 'particular']",['data']
SENIOR BUYER,"['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
SENIOR CLIMATE & SUSTAINABILITY PLANNER,"['requirement', 'professional', 'individual', 'additional', 'urban', 'iv']",[]
SENIOR COMMUNITY DEVELOPMENT COORDINATOR,"['broad', 'administrative', 'equivalent', 'full', 'high', 'educational']",[]
SENIOR CONTRACT MONITORING ANALYST,"['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
SENIOR DATA ANALYST,"['professional', 'economic', 'public', 'fiscal', 'administrative', 'supervisory']",['analysis']
SENIOR DEVELOPER,"['major', 'complex', 'full', 'high', 'educational', 'sixty']","['database', 'data', 'analysis', 'programming', 'software']"
SENIOR DIRECTOR OF OPERATIONS AND PEOPLE MANAGEMENT,"['broad', 'administrative', 'equivalent', 'full', 'high', 'educational']",[]
SENIOR DIRECTOR OF TRAINING,"['professional', 'economic', 'public', 'fiscal', 'administrative', 'supervisory']",['analysis']
"SENIOR DIRECTOR, NYCWAY","['eighteen', 'full', 'responsible', 'managerial', 'administrative', 'equivalent']","['database', 'data']"
SENIOR ELIGIBILITY SUPERVISOR,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
SENIOR FULL STACK .NET DEVELOPER,"['major', 'complex', 'full', 'high', 'educational', 'sixty']","['database', 'data', 'analysis', 'programming', 'software']"
SENIOR INFORMATION SECURITY ARCHITECT,"['related', 'full', 'equivalent', 'eligible', 'eleventh', 'environmental']",[]
SENIOR INVESTIGATOR,"['criminal', 'full', 'equivalent', 'high', 'forensic', 'educational']",[]
SENIOR LEAD URBAN DESIGNER,"['urban', 'accredited', 'full', 'advanced', 'english', 'environmental']",[]
SENIOR OPERATIONAL ADVISOR,"['professional', 'economic', 'public', 'fiscal', 'administrative', 'supervisory']",['analysis']
SENIOR ORACLE PL/SQL DEVELOPER,"['major', 'complex', 'full', 'high', 'educational', 'sixty']","['database', 'data', 'analysis', 'programming', 'software']"
SENIOR PEOPLESOFT SYSTEMS ANALYST,"['related', 'relevant', 'degree', 'particular', 'full', 'digital']",['data']
SENIOR POLICY ANALYST,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
SENIOR PROCUREMENT AND CONTRACT ANALYST,"['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
SENIOR PROCUREMENT COORDINATOR,"['managerial', 'professional', 'administrative', 'procurement', 'supervisory', 'full']",[]
SENIOR PRODUCT MANAGER,"['related', 'relevant', 'degree', 'particular', 'full', 'digital']",['data']
SENIOR PROGRAM INTEGRITY SPECIALIST,"['criminal', 'full', 'equivalent', 'high', 'forensic', 'educational']",[]
SENIOR PROJECT LEADER,"['major', 'complex', 'full', 'high', 'educational', 'sixty']","['database', 'data', 'analysis', 'programming', 'software']"
SENIOR PROJECT MANAGER,"['major', 'appropriate', 'full', 'equivalent', 'complex', 'environmental']","['database', 'data', 'analysis', 'programming', 'software']"
SENIOR STRATEGIC MANAGER,"['physical', 'large', 'equivalent', 'professional', 'administrative', 'english']",[]
SENIOR STUDENT LEGAL SPECIALIST,"['current', 'fifty', 'enhancement', 'english', 'environmental', 'epidemic']",[]
SENIOR TECHNICAL PROJECT ANALYST,"['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
SENIOR URBAN DESIGNER,"['urban', 'accredited', 'full', 'advanced', 'english', 'environmental']",[]
SENIOR ZONING SPECIALIST,"['requirement', 'professional', 'individual', 'additional', 'urban', 'iv']",[]
SERIOUS INCIDENT MANAGER,"['broad', 'administrative', 'equivalent', 'full', 'high', 'educational']",[]
SERIOUS INCIDENTS MANAGER,"['broad', 'administrative', 'equivalent', 'full', 'high', 'educational']",[]
SHELTER OPERATIONS BUDGET ANALYST,"['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
SHINE GRANT COORDINATOR,"['assignment', 'full', 'professional', 'iii', 'individual', 'minimum']",[]
SHINE Nutrition Educator,"['assignment', 'full', 'professional', 'iii', 'individual', 'minimum']",[]
SILVER STAR - LEARNING & DEVELOPMENT,"['professional', 'full', 'specialized', 'urban', 'educational', 'high']",[]
SILVER STAR - PLANNING/CBRNE PROGRAM,"['professional', 'full', 'specialized', 'urban', 'educational', 'high']",[]
SILVER STAR - RECRUITING/HUMAN CAPITAL,"['professional', 'full', 'specialized', 'urban', 'educational', 'high']",[]
SILVER STAR- COMMUNITY ENGAGEMENT,"['professional', 'full', 'specialized', 'urban', 'educational', 'high']",[]
SILVER STAR- CONTINUITY OF OPERATIONS,"['professional', 'full', 'specialized', 'urban', 'educational', 'high']",[]
SILVER STAR- LEGAL AFFAIRS,"['professional', 'full', 'specialized', 'urban', 'educational', 'high']",[]
SILVER STARS - EXTERNAL  AFFAIRS,"['professional', 'full', 'specialized', 'urban', 'educational', 'high']",[]
SMOKE-FREE NYCHA COORDINATOR,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
SMOKE-FREE NYCHA LIAISON,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
SNAP ELIGIBILITY INTERVIEWER,"['social', 'equivalent', 'representative', 'responsible', 'high', 'educational']",[]
SNAP EMPLOYMENT INITIATIVE ANALYST,"['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
SOCIAL WORKER,"['license', 'social', 'lcsw', 'terminated', 'authorized', 'duration']",[]
SOFTWARE ENGINEER,"['related', 'major', 'full', 'degree', 'equivalent', 'complex']","['database', 'data', 'analysis', 'programming', 'software']"
SOI AGENCY ATTORNEY,"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
SPECIAL ASSISTANT TO THE DEPUTY COMMISSIONER OF CAREER SERVICES,"['professional', 'economic', 'public', 'fiscal', 'administrative', 'supervisory']",['analysis']
SPECIAL COUNSEL TO THE GENERAL COUNSEL,"['legal', 'administrative', 'subsequent', 'responsible', 'full', 'significant']",[]
SPECIAL OFFICER,"['diploma', 'individual', 'incumbent', 'criminal', 'educational', 'high']",[]
SPECIAL PROJECTS LEAD,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
SQL ARCHITECT,"['related', 'full', 'complex', 'datacenter', 'equivalent', 'emotional']",['cloud']
SSO Central Team Preventive Services Monitor,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
STAFF ANALYST,"['professional', 'economic', 'public', 'national', 'higher', 'organizational']",['analysis']
STANDARDS ANALYST,"['civil', 'baccalaureate', 'full', 'equal', 'english', 'equivalent']",[]
STATEN ISLAND BOROUGH OFFICE SUMMER COLLEGE INTERN,"['recent', 'interne', 'prospective', 'valid', 'enhancement', 'english']",[]
STATIONARY ENGINEER,"['pressure', 'high', 'valid', 'epidemic', 'equal', 'epidemiological']",[]
"STI Clerk, Bureau of Public Health Clinics","['understand', 'understood', 'simple', 'english', 'formal', 'able']",[]
STOCKPILE SPECIALIST,"['professional', 'full', 'specialized', 'urban', 'educational', 'high']",[]
STORAGE ADMINISTRATOR,"['related', 'full', 'complex', 'datacenter', 'equivalent', 'emotional']",['cloud']
STRATEGIC PLANNING PROGRAM MANAGER,"['professional', 'full', 'specialized', 'urban', 'educational', 'high']",[]
STUDENT LEGAL SPECIALIST,"['semester', 'current', 'maximum', 'conditional', 'engineer', 'eleventh']",[]
SUMMER HONORS PROGRAM,"['graduate', 'degree', 'english', 'engagement', 'enforcement', 'environmental']",[]
SUPERVISING ATTORNEY,"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
SUPERVISING BLASTING INSPECTOR,"['explosive', 'pyrotechnic', 'full', 'special', 'issued', 'appropriate']",[]
SUPERVISOR CARPENTER,"['spent', 'supervisory', 'recent', 'full', 'equivalent', 'engagement']",[]
SUPERVISOR III SOCIAL WORKER,"['social', 'subject', 'assign', 'requirement', 'full', 'probationary']",[]
SUPERVISOR OF HOUSING CARETAKER (HA),"['enrolled', 'english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological']",[]
SUPERVISOR OF PLUMBERS,"['spent', 'supervisory', 'recent', 'full', 'equivalent', 'equal']",[]
SUPERVISOR PLUMBER,"['spent', 'supervisory', 'recent', 'full', 'equivalent', 'equal']",[]
"SUPERVISOR, EMPLOYEE EXPENSE UNIT","['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
SUPV. RACKETS INVESTIGATOR - MANAGERIAL ASSIGNMENT,"['english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological', 'equal']",[]
SUSTAINABILITY ANALYST,"['degree', 'appropriate', 'biological', 'physical', 'environmental', 'full']",[]
SYSTEM DATA ASSOCIATE,"['full', 'equivalent', 'high', 'educational', 'technical', 'emotional']","['database', 'data', 'analysis', 'programming', 'software']"
SYSTEMS PROGRAMMER,"['related', 'full', 'complex', 'datacenter', 'equivalent', 'emotional']",['cloud']
Safety & Equipment Training Specialist,"['environmental', 'full', 'industrial', 'mechanical', 'equal', 'natural']",[]
Safety and Equipment Training Specialist,"['full', 'degree', 'equivalent', 'baccalaureate', 'diploma', 'environmental']",['data']
Scheduler,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
Schoharie Basin Stream Project Manager,"['requirement', 'professional', 'individual', 'additional', 'urban', 'iv']",[]
School Mental Health Manager,"['social', 'psychiatric', 'public', 'special', 'direct', 'baccalaureate']",[]
"School Surveyor, Veterinary and Pest Control Services","['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Secretary to Division Chief,"['secretarial', 'full', 'professional', 'equivalent', 'general', 'legal']",[]
Section Chief Of Goods & Services Procurement,"['managerial', 'professional', 'administrative', 'procurement', 'supervisory', 'full']",[]
Section Chief of Lifecycle Management,"['environmental', 'project', 'full', 'appropriate', 'professional', 'administrative']",[]
"Section Chief, Construction Management (East)","['maximum', 'acceptable', 'full', 'responsible', 'eighteen', 'professional']",[]
"Section Chief, Green Infrastructure Maintenance","['managerial', 'high', 'administrative', 'supervisory', 'consultative', 'equivalent']",[]
"Section Lead, Capital Planning","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
"Sector Lead/Senior Program Manager, Agency Planning & Implementation - Large Buildings","['administrative', 'equivalent', 'multiple', 'superintendent', 'commercial', 'alteration']",[]
Security Architect,"['full', 'engagement', 'english', 'environmental', 'epidemic', 'epidemiologic']",[]
"Security Consultant, Horizon","['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Senior Administrative Liaison,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Senior Advisor for Disability Policy,"['equivalent', 'full', 'urban', 'real', 'related', 'educational']",[]
"Senior Advisor on Midwifery Initiatives, Bureau of Maternal Infant and Reproductive Health","['degree', 'public', 'related', 'valid', 'administrative', 'educational']",[]
Senior Advisor to the CAO,"['legal', 'administrative', 'subsequent', 'responsible', 'full', 'significant']",[]
Senior Advisor to the VP for Public Safety and Security,"['broad', 'administrative', 'equivalent', 'full', 'high', 'educational']",[]
"Senior Advisor, BBJ","['full', 'social', 'inmate', 'public', 'equivalent', 'correctional']",[]
"Senior Advisor, Office of Development","['equivalent', 'full', 'urban', 'real', 'related', 'educational']",[]
"Senior Analyst, Division of Strategic Operations & Analytics","['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
"Senior Analyst, Procurement Operations (Capital Reform)","['equivalent', 'high', 'educational', 'coordinative', 'administrative', 'analytic']",[]
"Senior Analyst, Risk Management","['equivalent', 'high', 'educational', 'coordinative', 'administrative', 'analytic']",[]
Senior BI Specialist,"['related', 'full', 'equivalent', 'enhancement', 'english', 'environmental']",[]
Senior Benefits Coordinator,"['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
Senior Budget and Policy Analyst,"['financial', 'substituted', 'related', 'budgetary', 'public', 'full']",['analysis']
Senior Business Analyst,"['professional', 'economic', 'public', 'fiscal', 'administrative', 'supervisory']",['analysis']
"Senior Case Manager, Bureau of Veterinary and Pest Control Services","['biological', 'physical', 'public', 'full', 'environmental', 'nycrr']",[]
Senior Community Engagement Coordinator,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Senior Compliance Analyst,"['complex', 'responsible', 'education', 'large', 'enhancement', 'english']",[]
Senior Compliance Analyst for the Division of Asset Management,"['equivalent', 'full', 'urban', 'real', 'related', 'educational']",[]
Senior Compliance Manager,"['eighteen', 'administrative', 'supervisory', 'equivalent', 'full', 'high']",[]
Senior Cook,"['equivalent', 'elementary', 'english', 'environmental', 'epidemic', 'epidemiologic']",[]
Senior Correctional Institution Administrator,"['full', 'social', 'correctional', 'administrative', 'consultative', 'public']",[]
Senior Counsel,"['legal', 'administrative', 'subsequent', 'responsible', 'full', 'significant']",[]
Senior Customer Service Representative,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
Senior Data Analyst,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
"Senior Data Analyst, Bureau of Tuberculosis Control","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Senior Data and Legal Research Analyst,"['full', 'high', 'financial', 'educational', 'equivalent', 'english']",['analysis']
Senior Deputy Commissioner,"['related', 'administrative', 'equivalent', 'managerial', 'human', 'public']",[]
Senior Design Reviewer (Landscape),"['architectural', 'full', 'valid', 'current', 'january', 'national']",[]
Senior Design Reviewer (Mechanical),"['mechanical', 'valid', 'administrative', 'environmental', 'civil', 'chemical']",[]
Senior Detective Investigator,"['full', 'criminal', 'high', 'requirement', 'substantial', 'valid']",[]
Senior Developer,"['related', 'full', 'equivalent', 'eligible', 'eleventh', 'environmental']",[]
Senior Director of Budget Oversight and Reporting / Bureau Chief,"['public', 'professional', 'financial', 'related', 'urban', 'equivalent']",['analysis']
"Senior Director of Contracts, Budget and Administration","['supervisory', 'high', 'equivalent', 'full', 'commercial', 'overall']",['data']
Senior Director of Physical Accessibility,"['managerial', 'administrative', 'high', 'valid', 'large', 'educational']",[]
Senior Director of Special Projects,"['administrative', 'supervisory', 'clerical', 'managerial', 'full', 'moderate']",[]
"Senior Director, Customer Engagement & Collaboration","['professional', 'economic', 'public', 'fiscal', 'administrative', 'supervisory']",['analysis']
"Senior Director, Environmental Health Policy,  Bureau of Environmental Surveillance and Policy","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
"Senior Director, Training and Professional Development","['managerial', 'administrative', 'equivalent', 'social', 'full', 'professional']",[]
Senior Director- Financial and Investment Reporting,"['financial', 'professional', 'supervisory', 'equivalent', 'administrative', 'valid']",[]
Senior EHS Specialist â Assessments and Measurement,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Senior Energy Analyst,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Senior Energy Manager,"['maximum', 'acceptable', 'full', 'responsible', 'eighteen', 'professional']",[]
Senior Environmental Planner for the Division of Building and Land Development Services (NYCHA Projects),"['requirement', 'professional', 'individual', 'additional', 'urban', 'iv']",[]
Senior Environmental Program Coordinator,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Senior Exemptions Administrator,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
Senior Finance Analyst,"['professional', 'administrative', 'managerial', 'full', 'advanced', 'valid']",[]
Senior Forester,"['subject', 'degree', 'license', 'professional', 'arboricultural', 'full']",[]
Senior Help Desk Technician,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Senior IT Architect,"['related', 'full', 'equivalent', 'eligible', 'eleventh', 'environmental']",[]
Senior IT Project Manager,"['related', 'relevant', 'degree', 'particular', 'full', 'digital']",['data']
Senior Inspecter,"['biological', 'physical', 'public', 'full', 'environmental', 'nycrr']",[]
